set_number,sentID_in_set,theme,numerosity,tense,sentence,word_count,structure,sentID_in_dataset,Correction,Comment
38,10,relationship,plural,present,The parent who sang well attentively read their books.,9,standard_subject_b,898,,
38,11,relationship,plural,present,The loving parent who sang well read their books.,9,standard_subject_c,899,,
38,12,relationship,plural,present,The loving parent who sang well attentively read their books.,10,standard_subject_d,900,,
38,13,relationship,plural,present,The parent who the friend helped read their books.,9,standard_object_a,901,,
38,14,relationship,plural,present,The parent who the friend helped attentively read their books.,10,standard_object_b,902,,
38,15,relationship,plural,present,The loving parent who the friend helped read their books.,10,standard_object_c,903,,
38,16,relationship,plural,present,The loving parent who the friend helped attentively read their books.,11,standard_object_d,904,,
38,17,relationship,plural,present,The parent who watched the movie that was recommended read their books.,12,nested_subject_a,905,,
38,18,relationship,plural,present,The parent who watched the movie that was recommended attentively read their books.,13,nested_subject_b,906,,
38,19,relationship,plural,present,The loving parent who watched the movie that was recommended read their books.,13,nested_subject_c,907,,
38,20,relationship,plural,present,The loving parent who watched the movie that was recommended attentively read their books.,14,nested_subject_d,908,,
38,21,relationship,plural,present,The parent who the sibling who the teacher praised respected read their books.,13,nested_object_a,909,,
38,22,relationship,plural,present,The parent who the sibling who the teacher praised respected attentively read their books.,14,nested_object_b,910,,
38,23,relationship,plural,present,The loving parent who the sibling who the teacher praised respected read their books.,14,nested_object_c,911,,
38,24,relationship,plural,present,The loving parent who the sibling who the teacher praised respected attentively read their books.,15,nested_object_d,912,,
39,1,relationship,plural,present,The babies look at the ball.,6,baseline_a,913,,
39,2,relationship,plural,present,The babies curiously look at the ball.,7,baseline_b,914,,
39,3,relationship,plural,present,The cute babies look at the ball.,7,baseline_c,915,,
39,4,relationship,plural,present,The cute babies curiously look at the ball.,8,baseline_d,916,,
39,5,relationship,plural,present,The babies in the playpen look at the ball.,9,control_a,917,,
39,6,relationship,plural,present,The babies in the playpen curiously look at the ball.,10,control_b,918,,
39,7,relationship,plural,present,The cute babies in the playpen look at the ball.,10,control_c,919,,
39,8,relationship,plural,present,The cute babies in the playpen curiously look at the ball.,11,control_d,920,,
39,9,relationship,plural,present,The babies who drank milk look at the ball.,9,standard_subject_a,921,,
39,10,relationship,plural,present,The babies who drank milk curiously look at the ball.,10,standard_subject_b,922,,
39,11,relationship,plural,present,The cute babies who drank milk look at the ball.,10,standard_subject_c,923,,
39,12,relationship,plural,present,The cute babies who drank milk curiously look at the ball.,11,standard_subject_d,924,,
39,13,relationship,plural,present,The babies who the babysitters calmed look at the ball.,10,standard_object_a,925,,
39,14,relationship,plural,present,The babies who the babysitters calmed curiously look at the ball.,11,standard_object_b,926,,
39,15,relationship,plural,present,The cute babies who the babysitters calmed look at the ball.,11,standard_object_c,927,,
39,16,relationship,plural,present,The cute babies who the babysitters calmed curiously look at the ball.,12,standard_object_d,928,,
39,17,relationship,plural,present,The babies who tasted the fruit that had spots look at the ball.,13,nested_subject_a,929,,
39,18,relationship,plural,present,The babies who tasted the fruit that had spots curiously look at the ball.,14,nested_subject_b,930,,
39,19,relationship,plural,present,The cute babies who tasted the fruit that had spots look at the ball.,14,nested_subject_c,931,,
39,20,relationship,plural,present,The cute babies who tasted the fruit that had spots curiously look at the ball.,15,nested_subject_d,932,,
39,21,relationship,plural,present,The babies who the aunts who the brothers called visited look at the ball.,14,nested_object_a,933,,
39,22,relationship,plural,present,The babies who the aunts who the brothers called visited curiously look at the ball.,15,nested_object_b,934,,
39,23,relationship,plural,present,The cute babies who the aunts who the brothers called visited look at the ball.,15,nested_object_c,935,,
39,24,relationship,plural,present,The cute babies who the aunts who the brothers called visited curiously look at the ball.,16,nested_object_d,936,,
40,1,science,singular,present,The physicist analyzes the data.,5,baseline_a,937,,
40,2,science,singular,present,The physicist carefully analyzes the data.,6,baseline_b,938,,
40,3,science,singular,present,The skilled physicist analyzes the data.,6,baseline_c,939,,
40,4,science,singular,present,The skilled physicist carefully analyzes the data.,7,baseline_d,940,,
40,5,science,singular,present,The physicist in the lab analyzes the data.,8,control_a,941,,
40,6,science,singular,present,The physicist in the lab carefully analyzes the data.,9,control_b,942,,
40,7,science,singular,present,The skilled physicist in the lab analyzes the data.,9,control_c,943,,
40,8,science,singular,present,The skilled physicist in the lab carefully analyzes the data.,10,control_d,944,,
40,9,science,singular,present,The physicist who studied math analyzes the data.,8,standard_subject_a,945,,
40,10,science,singular,present,The physicist who studied math carefully analyzes the data.,9,standard_subject_b,946,,
40,11,science,singular,present,The skilled physicist who studied math analyzes the data.,9,standard_subject_c,947,,
40,12,science,singular,present,The skilled physicist who studied math carefully analyzes the data.,10,standard_subject_d,948,,
40,13,science,singular,present,The physicist who the engineer helped analyzes the data.,9,standard_object_a,949,,
40,14,science,singular,present,The physicist who the engineer helped carefully analyzes the data.,10,standard_object_b,950,,
40,15,science,singular,present,The skilled physicist who the engineer helped analyzes the data.,10,standard_object_c,951,,
40,16,science,singular,present,The skilled physicist who the engineer helped carefully analyzes the data.,11,standard_object_d,952,,
40,17,science,singular,present,The physicist who created the model that simulated the process analyzes the data.,13,nested_subject_a,953,,
40,18,science,singular,present,The physicist who created the model that simulated the process carefully analyzes the data.,14,nested_subject_b,954,,
40,19,science,singular,present,The skilled physicist who created the model that simulated the process analyzes the data.,14,nested_subject_c,955,,
40,20,science,singular,present,The skilled physicist who created the model that simulated the process carefully analyzes the data.,15,nested_subject_d,956,,
40,21,science,singular,present,The physicist who the researcher who the computer aided assisted analyzes the data.,13,nested_object_a,957,,
40,22,science,singular,present,The physicist who the researcher who the computer aided assisted carefully analyzes the data.,14,nested_object_b,958,,
40,23,science,singular,present,The skilled physicist who the researcher who the computer aided assisted analyzes the data.,14,nested_object_c,959,,
40,24,science,singular,present,The skilled physicist who the researcher who the computer aided assisted carefully analyzes the data.,15,nested_object_d,960,,
41,1,science,singular,present,The robot processes data.,4,baseline_a,961,,
41,2,science,singular,present,The robot quickly processes data.,5,baseline_b,962,,
41,3,science,singular,present,The efficient robot processes data.,5,baseline_c,963,,
41,4,science,singular,present,The efficient robot quickly processes data.,6,baseline_d,964,,
41,5,science,singular,present,The robot in the lab processes data.,7,control_a,965,,
41,6,science,singular,present,The robot in the lab quickly processes data.,8,control_b,966,,
41,7,science,singular,present,The efficient robot in the lab processes data.,8,control_c,967,,
41,8,science,singular,present,The efficient robot in the lab quickly processes data.,9,control_d,968,,
41,9,science,singular,present,The robot that ran smoothly processes data.,7,standard_subject_a,969,,
41,10,science,singular,present,The robot that ran smoothly quickly processes data.,8,standard_subject_b,970,,
41,11,science,singular,present,The efficient robot that ran smoothly processes data.,8,standard_subject_c,971,,
41,12,science,singular,present,The efficient robot that ran smoothly quickly processes data.,9,standard_subject_d,972,,
41,13,science,singular,present,The robot that the engineer designed processes data.,8,standard_object_a,973,,
41,14,science,singular,present,The robot that the engineer designed quickly processes data.,9,standard_object_b,974,,
41,15,science,singular,present,The efficient robot that the engineer designed processes data.,9,standard_object_c,975,,
41,16,science,singular,present,The efficient robot that the engineer designed quickly processes data.,10,standard_object_d,976,,
41,17,science,singular,present,The robot that computed the code that was encrypted processes data.,11,nested_subject_a,977,,
41,18,science,singular,present,The robot that computed the code that was encrypted quickly processes data.,12,nested_subject_b,978,,
41,19,science,singular,present,The efficient robot that computed the code that was encrypted processes data.,12,nested_subject_c,979,,
41,20,science,singular,present,The efficient robot that computed the code that was encrypted quickly processes data.,13,nested_subject_d,980,,
41,21,science,singular,present,The robot that the programmer who the company hired trained processes data.,12,nested_object_a,981,,
41,22,science,singular,present,The robot that the programmer who the company hired trained quickly processes data.,13,nested_object_b,982,,
41,23,science,singular,present,The efficient robot that the programmer who the company hired trained processes data.,13,nested_object_c,983,,
41,24,science,singular,present,The efficient robot that the programmer who the company hired trained quickly processes data.,14,nested_object_d,984,,
42,1,science,plural,present,The engineers design the circuit.,5,baseline_a,985,,
42,2,science,plural,present,The engineers carefully design the circuit.,7,baseline_b,986,,
42,3,science,plural,present,The experienced engineers design the circuit.,6,baseline_c,987,,
42,4,science,plural,present,The experienced engineers carefully design the circuit.,7,baseline_d,988,,
42,5,science,plural,present,The engineers in the lab design the circuit.,8,control_a,989,,
42,6,science,plural,present,The engineers in the lab carefully design the circuit.,9,control_b,990,,
42,7,science,plural,present,The experienced engineers in the lab design the circuit.,9,control_c,991,,
42,8,science,plural,present,The experienced engineers in the lab carefully design the circuit.,10,control_d,992,,
42,9,science,plural,present,The engineers who studied physics design the circuit.,8,standard_subject_a,993,,
42,10,science,plural,present,The engineers who studied physics carefully design the circuit.,9,standard_subject_b,994,,
42,11,science,plural,present,The experienced engineers who studied physics design the circuit.,9,standard_subject_c,995,,
42,12,science,plural,present,The experienced engineers who studied physics carefully design the circuit.,10,standard_subject_d,996,,
42,13,science,plural,present,The engineers who the managers hired design the circuit.,9,standard_object_a,997,,
42,14,science,plural,present,The engineers who the managers hired carefully design the circuit.,10,standard_object_b,998,,
42,15,science,plural,present,The experienced engineers who the managers hired design the circuit.,10,standard_object_c,999,,
42,16,science,plural,present,The experienced engineers who the managers hired carefully design the circuit.,11,standard_object_d,1000,,
42,17,science,plural,present,The engineers who read the manuals that explained the process design the circuit.,13,nested_subject_a,1001,,
42,18,science,plural,present,The engineers who read the manuals that explained the process carefully design the circuit.,14,nested_subject_b,1002,,
42,19,science,plural,present,The experienced engineers who read the manuals that explained the process design the circuit.,14,nested_subject_c,1003,,
42,20,science,plural,present,The experienced engineers who read the manuals that explained the process carefully design the circuit.,15,nested_subject_d,1004,,
42,21,science,plural,present,The engineers who the colleagues who the companies employed assisted design the circuit.,13,nested_object_a,1005,,
42,22,science,plural,present,The engineers who the colleagues who the companies employed assisted carefully design the circuit.,14,nested_object_b,1006,,
42,23,science,plural,present,The experienced engineers who the colleagues who the companies employed assisted design the circuit.,14,nested_object_c,1007,,
42,24,science,plural,present,The experienced engineers who the colleagues who the companies employed assisted carefully design the circuit.,15,nested_object_d,1008,,
43,1,science,plural,present,The scientists use the microscopes.,5,baseline_a,1009,,
43,2,science,plural,present,The scientists carefully use the microscopes.,6,baseline_b,1010,,
43,3,science,plural,present,The experienced scientists use the microscopes.,6,baseline_c,1011,,
43,4,science,plural,present,The experienced scientists carefully use the microscopes.,7,baseline_d,1012,,
43,5,science,plural,present,The scientists in the lab use the microscopes.,8,control_a,1013,,
43,6,science,plural,present,The scientists in the lab carefully use the microscopes.,9,control_b,1014,,
43,7,science,plural,present,The experienced scientists in the lab use the microscopes.,9,control_c,1015,,
43,8,science,plural,present,The experienced scientists in the lab carefully use the microscopes.,10,control_d,1016,,
43,9,science,plural,present,The scientists who studied biology use the microscopes.,8,standard_subject_a,1017,,
43,10,science,plural,present,The scientists who studied biology carefully use the microscopes.,9,standard_subject_b,1018,,
43,11,science,plural,present,The experienced scientists who studied biology use the microscopes.,9,standard_subject_c,1019,,
43,12,science,plural,present,The experienced scientists who studied biology carefully use the microscopes.,10,standard_subject_d,1020,,
43,13,science,plural,present,The scientists who the engineers assisted use the microscopes.,9,standard_object_a,1021,,
43,14,science,plural,present,The scientists who the engineers assisted carefully use the microscopes.,10,standard_object_b,1022,,
43,15,science,plural,present,The experienced scientists who the engineers assisted use the microscopes.,10,standard_object_c,1023,,
43,16,science,plural,present,The experienced scientists who the engineers assisted carefully use the microscopes.,11,standard_object_d,1024,,
43,17,science,plural,present,The scientists who analyzed the data that was from the satellite use the microscopes.,14,nested_subject_a,1025,,
43,18,science,plural,present,The scientists who analyzed the data that was from the satellite carefully use the microscopes.,15,nested_subject_b,1026,,
43,19,science,plural,present,The experienced scientists who analyzed the data that was from the satellite use the microscopes.,15,nested_subject_c,1027,,
43,20,science,plural,present,The experienced scientists who analyzed the data that was from the satellite carefully use the microscopes.,16,nested_subject_d,1028,,
43,21,science,plural,present,The scientists who the researchers who the universities hired advised use the microscopes.,13,nested_object_a,1029,,
43,22,science,plural,present,The scientists who the researchers who the universities hired advised carefully use the microscopes.,14,nested_object_b,1030,,
43,23,science,plural,present,The experienced scientists who the researchers who the universities hired advised use the microscopes.,14,nested_object_c,1031,,
43,24,science,plural,present,The experienced scientists who the researchers who the universities hired advised carefully use the microscopes.,15,nested_object_d,1032,,
44,1,shopping,singular,present,The store owner buys old products.,6,baseline_a,1033,,
44,2,shopping,singular,present,The store owner reluctantly buys old products.,7,baseline_b,1034,,
44,3,shopping,singular,present,The skilled store owner buys old products.,7,baseline_c,1035,,
44,4,shopping,singular,present,The skilled store owner reluctantly buys old products.,8,baseline_d,1036,,
44,5,shopping,singular,present,The store owner in the market buys old products.,9,control_a,1037,,
44,6,shopping,singular,present,The store owner in the market reluctantly buys old products.,10,control_b,1038,,
44,7,shopping,singular,present,The skilled store owner in the market buys old products.,10,control_c,1039,,
44,8,shopping,singular,present,The skilled store owner in the market reluctantly buys old products.,11,control_d,1040,,
44,9,shopping,singular,present,The store owner who worked long hours buys old products.,10,standard_subject_a,1041,,
44,10,shopping,singular,present,The store owner who worked long hours reluctantly buys old products.,11,standard_subject_b,1042,,
44,11,shopping,singular,present,The skilled store owner who worked long hours buys old products.,11,standard_subject_c,1043,,
44,12,shopping,singular,present,The skilled store owner who worked long hours reluctantly buys old products.,12,standard_subject_d,1044,,
44,13,shopping,singular,present,The store owner who the supplier trusted buys old products.,10,standard_object_a,1045,,
44,14,shopping,singular,present,The store owner who the supplier trusted reluctantly buys old products.,11,standard_object_b,1046,,
44,15,shopping,singular,present,The skilled store owner who the supplier trusted buys old products.,11,standard_object_c,1047,,
44,16,shopping,singular,present,The skilled store owner who the supplier trusted reluctantly buys old products.,12,standard_object_d,1048,,
44,17,shopping,singular,present,The store owner who reviewed the price that was on the list buys old products.,15,nested_subject_a,1049,,
44,18,shopping,singular,present,The store owner who reviewed the price that was on the list reluctantly buys old products.,16,nested_subject_b,1050,,
44,19,shopping,singular,present,The skilled store owner who reviewed the price that was on the list buys old products.,16,nested_subject_c,1051,,
44,20,shopping,singular,present,The skilled store owner who reviewed the price that was on the list reluctantly buys old products.,17,nested_subject_d,1052,,
44,21,shopping,singular,present,The store owner who the manager who the employee respected believed buys old products.,14,nested_object_a,1053,,
44,22,shopping,singular,present,The store owner who the manager who the employee respected believed reluctantly buys old products.,15,nested_object_b,1054,,
44,23,shopping,singular,present,The skilled store owner who the manager who the employee respected believed buys old products.,15,nested_object_c,1055,,
44,24,shopping,singular,present,The skilled store owner who the manager who the employee respected believed reluctantly buys old products.,16,nested_object_d,1056,,
45,1,shopping,singular,present,The cashier gives a great deal.,6,baseline_a,1057,,
45,2,shopping,singular,present,The cashier enthusiastically gives a great deal.,7,baseline_b,1058,,
45,3,shopping,singular,present,The trustworthy cashier gives a great deal.,7,baseline_c,1059,,
45,4,shopping,singular,present,The trustworthy cashier enthusiastically gives a great deal.,8,baseline_d,1060,,
45,5,shopping,singular,present,The cashier in the store gives a great deal.,9,control_a,1061,,
45,6,shopping,singular,present,The cashier in the store enthusiastically gives a great deal.,10,control_b,1062,,
45,7,shopping,singular,present,The trustworthy cashier in the store gives a great deal.,10,control_c,1063,,
45,8,shopping,singular,present,The trustworthy cashier in the store enthusiastically gives a great deal.,11,control_d,1064,,
45,9,shopping,singular,present,The cashier who priced the item carefully gives a great deal.,10,standard_subject_a,1065,,
45,10,shopping,singular,present,The cashier who priced the item carefully enthusiastically gives a great deal.,11,standard_subject_b,1066,,
45,11,shopping,singular,present,The trustworthy cashier who priced the item carefully gives a great deal.,11,standard_subject_c,1067,,
45,12,shopping,singular,present,The trustworthy cashier who priced the item carefully enthusiastically gives a great deal.,12,standard_subject_d,1068,,
45,13,shopping,singular,present,The cashier who the manager supervised gives a great deal.,10,standard_object_a,1069,,
45,14,shopping,singular,present,The cashier who the manager supervised enthusiastically gives a great deal.,11,standard_object_b,1070,,
45,15,shopping,singular,present,The trustworthy cashier who the manager supervised gives a great deal.,11,standard_object_c,1071,,
45,16,shopping,singular,present,The trustworthy cashier who the manager supervised enthusiastically gives a great deal.,12,standard_object_d,1072,,
45,17,shopping,singular,present,The cashier who met the customer who bought fruit gives a great deal.,11,nested_subject_a,1073,x,
45,18,shopping,singular,present,The cashier who met the customer who bought fruit enthusiastically gives a great deal.,12,nested_subject_b,1074,x,
45,19,shopping,singular,present,The trustworthy cashier who met the customer who bought fruit gives a great deal.,12,nested_subject_c,1075,x,
45,20,shopping,singular,present,The trustworthy cashier who met the customer who bought fruit enthusiastically gives a great deal.,13,nested_subject_d,1076,x,
45,21,shopping,singular,present,The cashier who the buyer whom the director pleased praised gives a great deal.,12,nested_object_a,1077,x,
45,22,shopping,singular,present,The cashier who the buyer whom the director pleased praised enthusiastically gives a great deal.,13,nested_object_b,1078,x,
45,23,shopping,singular,present,The trustworthy cashier who the buyer whom the director pleased praised gives a great deal.,13,nested_object_c,1079,x,
45,24,shopping,singular,present,The trustworthy cashier who the buyer whom the director pleased praised enthusiastically gives a great deal.,14,nested_object_d,1080,x,
46,1,shopping,plural,present,The shopkeepers sell old watches.,6,baseline_a,1081,,
46,2,shopping,plural,present,The shopkeepers quickly sell old watches.,7,baseline_b,1082,,
46,3,shopping,plural,present,The busy shopkeepers sell old watches.,7,baseline_c,1083,,
46,4,shopping,plural,present,The busy shopkeepers quickly sell old watches.,8,baseline_d,1084,,
46,5,shopping,plural,present,The shopkeepers in the corner sell old watches.,9,control_a,1085,,
46,6,shopping,plural,present,The shopkeepers in the corner quickly sell old watches.,10,control_b,1086,,
46,7,shopping,plural,present,The busy shopkeepers in the corner sell old watches.,10,control_c,1087,,
46,8,shopping,plural,present,The busy shopkeepers in the corner quickly sell old watches.,11,control_d,1088,,
46,9,shopping,plural,present,The shopkeepers who woke up early sell old watches.,9,standard_subject_a,1089,,
46,10,shopping,plural,present,The shopkeepers who woke up early quickly sell old watches.,10,standard_subject_b,1090,,
46,11,shopping,plural,present,The busy shopkeepers who woke up early sell old watches.,10,standard_subject_c,1091,,
46,12,shopping,plural,present,The busy shopkeepers who woke up early quickly sell old watches.,11,standard_subject_d,1092,,
46,13,shopping,plural,present,The shopkeepers who the children liked sell old watches.,10,standard_object_a,1093,,
46,14,shopping,plural,present,The shopkeepers who the children liked quickly sell old watches.,11,standard_object_b,1094,,
46,15,shopping,plural,present,The busy shopkeepers who the children liked sell old watches.,11,standard_object_c,1095,,
46,16,shopping,plural,present,The busy shopkeepers who the children liked quickly sell old watches.,12,standard_object_d,1096,,
46,17,shopping,plural,present,The shopkeepers who found the bags that had been lost sell old watches.,14,nested_subject_a,1097,,
46,18,shopping,plural,present,The shopkeepers who found the bags that had been lost quickly sell old watches.,15,nested_subject_b,1098,,
46,19,shopping,plural,present,The busy shopkeepers who found the bags that had been lost sell old watches.,15,nested_subject_c,1099,,
46,20,shopping,plural,present,The busy shopkeepers who found the bags that had been lost quickly sell old watches.,16,nested_subject_d,1100,,
46,21,shopping,plural,present,The shopkeepers who the customers who the store owners recommended liked sell old watches.,15,nested_object_a,1101,,
46,22,shopping,plural,present,The shopkeepers who the customers who the store owners recommended liked quickly sell old watches.,16,nested_object_b,1102,,
46,23,shopping,plural,present,The busy shopkeepers who the customers who the store owners recommended liked sell old watches.,16,nested_object_c,1103,,
46,24,shopping,plural,present,The busy shopkeepers who the customers who the store owners recommended liked quickly sell old watches.,17,nested_object_d,1104,,
47,1,shopping,plural,present,The women check the price.,5,baseline_a,1105,,
47,2,shopping,plural,present,The women quickly check the price.,6,baseline_b,1106,,
47,3,shopping,plural,present,The old women check the price.,6,baseline_c,1107,,
47,4,shopping,plural,present,The old women quickly check the price.,7,baseline_d,1108,,
47,5,shopping,plural,present,The women in the store check the price.,8,control_a,1109,,
47,6,shopping,plural,present,The women in the store quickly check the price.,9,control_b,1110,,
47,7,shopping,plural,present,The old women in the store check the price.,9,control_c,1111,,
47,8,shopping,plural,present,The old women in the store quickly check the price.,10,control_d,1112,,
47,9,shopping,plural,present,The women who knew the owners check the price.,9,standard_subject_a,1113,,
47,10,shopping,plural,present,The women who knew the owners quickly check the price.,10,standard_subject_b,1114,,
47,11,shopping,plural,present,The old women who knew the owners check the price.,10,standard_subject_c,1115,,
47,12,shopping,plural,present,The old women who knew the owners quickly check the price.,11,standard_subject_d,1116,,
47,13,shopping,plural,present,The women who the managers employed check the price.,9,standard_object_a,1117,,
47,14,shopping,plural,present,The women who the managers employed quickly check the price.,10,standard_object_b,1118,,
47,15,shopping,plural,present,The old women who the managers employed check the price.,10,standard_object_c,1119,,
47,16,shopping,plural,present,The old women who the managers employed quickly check the price.,11,standard_object_d,1120,,
47,17,shopping,plural,present,The women who received the emails that were sent yesterday check the price.,13,nested_subject_a,1121,,
47,18,shopping,plural,present,The women who received the emails that were sent yesterday quickly check the price.,14,nested_subject_b,1122,,
47,19,shopping,plural,present,The old women who received the emails that were sent yesterday check the price.,14,nested_subject_c,1123,,
47,20,shopping,plural,present,The old women who received the emails that were sent yesterday quickly check the price.,15,nested_subject_d,1124,,
47,21,shopping,plural,present,The women who the cashiers who the companies trained helped check the price.,13,nested_object_a,1125,,
47,22,shopping,plural,present,The women who the cashiers who the companies trained helped quickly check the price.,14,nested_object_b,1126,,
47,23,shopping,plural,present,The old women who the cashiers who the companies trained helped check the price.,14,nested_object_c,1127,,
47,24,shopping,plural,present,The old women who the cashiers who the companies trained helped quickly check the price.,15,nested_object_d,1128,,
48,1,sport,plural,present,The teams win prizes.,4,baseline_a,1129,,
48,2,sport,plural,present,The teams unexpectedly win prizes.,5,baseline_b,1130,,
48,3,sport,plural,present,The successful teams win prizes.,5,baseline_c,1131,,
48,4,sport,plural,present,The successful teams unexpectedly win prizes.,6,baseline_d,1132,,
48,5,sport,plural,present,The teams on the field win prizes.,7,control_a,1133,,
48,6,sport,plural,present,The teams on the field unexpectedly win prizes.,8,control_b,1134,,
48,7,sport,plural,present,The successful teams on the field win prizes.,8,control_c,1135,,
48,8,sport,plural,present,The successful teams on the field unexpectedly win prizes.,9,control_d,1136,,
48,9,sport,plural,present,The teams that practiced win prizes.,6,standard_subject_a,1137,,
48,10,sport,plural,present,The teams that practiced unexpectedly win prizes.,7,standard_subject_b,1138,,
48,11,sport,plural,present,The successful teams that practiced win prizes.,7,standard_subject_c,1139,,
48,12,sport,plural,present,The successful teams that practiced unexpectedly win prizes.,8,standard_subject_d,1140,,
48,13,sport,plural,present,The teams that the fans cheered win prizes.,8,standard_object_a,1141,,
48,14,sport,plural,present,The teams that the fans cheered unexpectedly win prizes.,9,standard_object_b,1142,,
48,15,sport,plural,present,The successful teams that the fans cheered win prizes.,9,standard_object_c,1143,,
48,16,sport,plural,present,The successful teams that the fans cheered unexpectedly win prizes.,10,standard_object_d,1144,,
48,17,sport,plural,present,The teams that followed the strategies that worked well win prizes.,10,nested_subject_a,1145,,
48,18,sport,plural,present,The teams that followed the strategies that worked well unexpectedly win prizes.,11,nested_subject_b,1146,,
48,19,sport,plural,present,The successful teams that followed the strategies that worked well win prizes.,11,nested_subject_c,1147,,
48,20,sport,plural,present,The successful teams that followed the strategies that worked well unexpectedly win prizes.,12,nested_subject_d,1148,,
48,21,sport,plural,present,The teams that the coaches who the recruiters hired advised win prizes.,12,nested_object_a,1149,,
48,22,sport,plural,present,The teams that the coaches who the recruiters hired advised unexpectedly win prizes.,13,nested_object_b,1150,,
48,23,sport,plural,present,The successful teams that the coaches who the recruiters hired advised win prizes.,13,nested_object_c,1151,,
48,24,sport,plural,present,The successful teams that the coaches who the recruiters hired advised unexpectedly win prizes.,14,nested_object_d,1152,,
49,1,sport,singular,present,The player wins many trophies.,5,baseline_a,1153,,
49,2,sport,singular,present,The player proudly wins many trophies.,6,baseline_b,1154,,
49,3,sport,singular,present,The experienced player wins many trophies.,6,baseline_c,1155,,
49,4,sport,singular,present,The experienced player proudly wins many trophies.,7,baseline_d,1156,,
49,5,sport,singular,present,The player in the stadium wins many trophies.,8,control_a,1157,,
49,6,sport,singular,present,The player in the stadium proudly wins many trophies.,9,control_b,1158,,
49,7,sport,singular,present,The experienced player in the stadium wins many trophies.,9,control_c,1159,,
49,8,sport,singular,present,The experienced player in the stadium proudly wins many trophies.,10,control_d,1160,,
49,9,sport,singular,present,The player who practiced every day wins many trophies.,9,standard_subject_a,1161,,
49,10,sport,singular,present,The player who practiced every day proudly wins many trophies.,10,standard_subject_b,1162,,
49,11,sport,singular,present,The experienced player who practiced every day wins many trophies.,10,standard_subject_c,1163,,
49,12,sport,singular,present,The experienced player who practiced every day proudly wins many trophies.,11,standard_subject_d,1164,,
49,13,sport,singular,present,The player who the official selected wins many trophies.,9,standard_object_a,1165,,
49,14,sport,singular,present,The player who the official selected proudly wins many trophies.,10,standard_object_b,1166,,
49,15,sport,singular,present,The experienced player who the official selected wins many trophies.,10,standard_object_c,1167,,
49,16,sport,singular,present,The experienced player who the official selected proudly wins many trophies.,11,standard_object_d,1168,,
49,17,sport,singular,present,The player who read the book that contained the new strategy wins many trophies.,13,nested_subject_a,1169,,
49,18,sport,singular,present,The player who read the book that contained the new strategy proudly wins many trophies.,14,nested_subject_b,1170,,
49,19,sport,singular,present,The experienced player who read the book that contained the new strategy wins many trophies.,14,nested_subject_c,1171,,
49,20,sport,singular,present,The experienced player who read the book that contained the new strategy proudly wins many trophies.,15,nested_subject_d,1172,,
49,21,sport,singular,present,The player who the coach who the recruiter hired assisted wins many trophies.,13,nested_object_a,1173,,
49,22,sport,singular,present,The player who the coach who the recruiter hired assisted proudly wins many trophies.,14,nested_object_b,1174,,
49,23,sport,singular,present,The experienced player who the coach who the recruiter hired assisted wins many trophies.,14,nested_object_c,1175,,
49,24,sport,singular,present,The experienced player who the coach who the recruiter hired assisted proudly wins many trophies.,15,nested_object_d,1176,,
50,1,sport,singular,present,The runner sprints down the track.,6,baseline_a,1177,,
50,2,sport,singular,present,The runner recklessly sprints down the track.,7,baseline_b,1178,,
50,3,sport,singular,present,The runner sprints down the track.,7,baseline_c,1179,,
50,4,sport,singular,present,The runner recklessly sprints down the track.,8,baseline_d,1180,,
50,5,sport,singular,present,The runner in shorts sprints down the track.,8,control_a,1181,,
50,6,sport,singular,present,The runner in shorts recklessly sprints down the track.,9,control_b,1182,,
50,7,sport,singular,present,The young runner in shorts sprints down the track.,9,control_c,1183,,
50,8,sport,singular,present,The young runner in shorts recklessly sprints down the track.,10,control_d,1184,,
50,9,sport,singular,present,The runner who waited patiently sprints down the track.,9,standard_subject_a,1185,,
50,10,sport,singular,present,The runner who waited patiently recklessly sprints down the track.,10,standard_subject_b,1186,,
50,11,sport,singular,present,The young runner who waited patiently sprints down the track.,10,standard_subject_c,1187,,
50,12,sport,singular,present,The young runner who waited patiently recklessly sprints down the track.,11,standard_subject_d,1188,,
50,13,sport,singular,present,The runner who the coach chose sprints down the track.,10,standard_object_a,1189,,
50,14,sport,singular,present,The runner who the coach chose recklessly sprints down the track.,11,standard_object_b,1190,,
50,15,sport,singular,present,The young runner who the coach chose sprints down the track.,11,standard_object_c,1191,,
50,16,sport,singular,present,The young runner who the coach chose recklessly sprints down the track.,12,standard_object_d,1192,,
50,17,sport,singular,present,The runner who passed the coach that encouraged him sprints down the track.,14,nested_subject_a,1193,,
50,18,sport,singular,present,The runner who passed the coach that encouraged him recklessly sprints down the track.,15,nested_subject_b,1194,,
50,19,sport,singular,present,The young runner who passed the coach that encouraged him sprints down the track.,15,nested_subject_c,1195,,
50,20,sport,singular,present,The young runner who passed the coach that encouraged him recklessly sprints down the track.,16,nested_subject_d,1196,,
50,21,sport,singular,present,The runner who the captain who the referee trusted appreciated sprints down the track.,14,nested_object_a,1197,,
50,22,sport,singular,present,The runner who the captain who the referee trusted appreciated recklessly sprints down the track.,15,nested_object_b,1198,,
50,23,sport,singular,present,The young runner who the captain who the referee trusted appreciated sprints down the track.,15,nested_object_c,1199,,
